clip,stimulus,response,language,name,gender,noise_exposure,age,condition,trial,participant
yanny-laurel-single_laurel_12.wav,-2,Yanny,Mandarin,Isabella,f,no,20,yanny_first,14,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_6.wav,-1,Yanny,Mandarin,Isabella,f,no,20,yanny_first,15,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_0.wav,0,Yanny,Mandarin,Isabella,f,no,20,yanny_first,16,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_6.wav,1,Yanny,Mandarin,Isabella,f,no,20,yanny_first,17,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_12.wav,2,Yanny,Mandarin,Isabella,f,no,20,yanny_first,18,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_24.wav,3,Yanny,Mandarin,Isabella,f,no,20,yanny_first,19,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_36.wav,4,Yanny,Mandarin,Isabella,f,no,20,yanny_first,20,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_48.wav,5,Yanny,Mandarin,Isabella,f,no,20,yanny_first,21,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_48.wav,5,Yanny,Mandarin,Isabella,f,no,20,yanny_first,22,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_36.wav,4,Yanny,Mandarin,Isabella,f,no,20,yanny_first,23,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_24.wav,3,Yanny,Mandarin,Isabella,f,no,20,yanny_first,24,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_12.wav,2,Yanny,Mandarin,Isabella,f,no,20,yanny_first,25,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_6.wav,1,Yanny,Mandarin,Isabella,f,no,20,yanny_first,26,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_0.wav,0,Yanny,Mandarin,Isabella,f,no,20,yanny_first,27,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_6.wav,-1,Yanny,Mandarin,Isabella,f,no,20,yanny_first,28,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_12.wav,-2,Yanny,Mandarin,Isabella,f,no,20,yanny_first,29,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_24.wav,-3,Yanny,Mandarin,Isabella,f,no,20,yanny_first,30,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_36.wav,-4,Yanny,Mandarin,Isabella,f,no,20,yanny_first,31,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_48.wav,-5,Yanny,Mandarin,Isabella,f,no,20,yanny_first,32,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_48.wav,-5,Yanny,Mandarin,Isabella,f,no,20,yanny_first,33,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_36.wav,-4,Yanny,Mandarin,Isabella,f,no,20,yanny_first,34,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_24.wav,-3,Yanny,Mandarin,Isabella,f,no,20,yanny_first,35,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_12.wav,-2,Yanny,Mandarin,Isabella,f,no,20,yanny_first,36,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_6.wav,-1,Yanny,Mandarin,Isabella,f,no,20,yanny_first,37,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_0.wav,0,Yanny,Mandarin,Isabella,f,no,20,yanny_first,38,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_6.wav,1,Yanny,Mandarin,Isabella,f,no,20,yanny_first,39,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_12.wav,2,Yanny,Mandarin,Isabella,f,no,20,yanny_first,40,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_24.wav,3,Yanny,Mandarin,Isabella,f,no,20,yanny_first,41,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_36.wav,4,Yanny,Mandarin,Isabella,f,no,20,yanny_first,42,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_yanny_48.wav,5,Yanny,Mandarin,Isabella,f,no,20,yanny_first,43,e1523455105c95cbd506d0ab50f53b0cedcf797716a5
yanny-laurel-single_laurel_48.wav,-5,Laurel,English,"Minh-Anh Day",m,no,22,random,0,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_6.wav,1,Yanny,English,"Minh-Anh Day",m,no,22,random,1,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_36.wav,-4,Laurel,English,"Minh-Anh Day",m,no,22,random,2,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_12.wav,-2,Yanny,English,"Minh-Anh Day",m,no,22,random,3,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_6.wav,-1,Yanny,English,"Minh-Anh Day",m,no,22,random,4,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_24.wav,3,Yanny,English,"Minh-Anh Day",m,no,22,random,5,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_12.wav,2,Yanny,English,"Minh-Anh Day",m,no,22,random,6,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_0.wav,0,Yanny,English,"Minh-Anh Day",m,no,22,random,7,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_48.wav,5,Yanny,English,"Minh-Anh Day",m,no,22,random,8,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_36.wav,4,Yanny,English,"Minh-Anh Day",m,no,22,random,9,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_24.wav,-3,Laurel,English,"Minh-Anh Day",m,no,22,random,10,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_36.wav,4,Yanny,English,"Minh-Anh Day",m,no,22,random,11,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_24.wav,3,Yanny,English,"Minh-Anh Day",m,no,22,random,12,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_0.wav,0,Yanny,English,"Minh-Anh Day",m,no,22,random,13,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_6.wav,1,Yanny,English,"Minh-Anh Day",m,no,22,random,14,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_36.wav,-4,Laurel,English,"Minh-Anh Day",m,no,22,random,15,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_12.wav,2,Yanny,English,"Minh-Anh Day",m,no,22,random,16,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_6.wav,-1,Yanny,English,"Minh-Anh Day",m,no,22,random,17,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_48.wav,5,Yanny,English,"Minh-Anh Day",m,no,22,random,18,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_12.wav,-2,Yanny,English,"Minh-Anh Day",m,no,22,random,19,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_48.wav,-5,Laurel,English,"Minh-Anh Day",m,no,22,random,20,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_24.wav,-3,Laurel,English,"Minh-Anh Day",m,no,22,random,21,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_0.wav,0,Yanny,English,"Minh-Anh Day",m,no,22,random,22,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_6.wav,-1,Yanny,English,"Minh-Anh Day",m,no,22,random,23,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_24.wav,3,Yanny,English,"Minh-Anh Day",m,no,22,random,24,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_24.wav,-3,Laurel,English,"Minh-Anh Day",m,no,22,random,25,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_6.wav,1,Yanny,English,"Minh-Anh Day",m,no,22,random,26,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_36.wav,-4,Laurel,English,"Minh-Anh Day",m,no,22,random,27,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_12.wav,2,Yanny,English,"Minh-Anh Day",m,no,22,random,28,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_48.wav,-5,Laurel,English,"Minh-Anh Day",m,no,22,random,29,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_36.wav,4,Yanny,English,"Minh-Anh Day",m,no,22,random,30,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_12.wav,-2,Laurel,English,"Minh-Anh Day",m,no,22,random,31,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_48.wav,5,Yanny,English,"Minh-Anh Day",m,no,22,random,32,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_36.wav,-4,Laurel,English,"Minh-Anh Day",m,no,22,random,33,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_24.wav,3,Yanny,English,"Minh-Anh Day",m,no,22,random,34,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_36.wav,4,Yanny,English,"Minh-Anh Day",m,no,22,random,35,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_48.wav,-5,Laurel,English,"Minh-Anh Day",m,no,22,random,36,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_48.wav,5,Yanny,English,"Minh-Anh Day",m,no,22,random,37,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_6.wav,1,Yanny,English,"Minh-Anh Day",m,no,22,random,38,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_6.wav,-1,Laurel,English,"Minh-Anh Day",m,no,22,random,39,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_24.wav,-3,Laurel,English,"Minh-Anh Day",m,no,22,random,40,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_12.wav,-2,Laurel,English,"Minh-Anh Day",m,no,22,random,41,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_0.wav,0,Laurel,English,"Minh-Anh Day",m,no,22,random,42,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_yanny_12.wav,2,Yanny,English,"Minh-Anh Day",m,no,22,random,43,d4d7ba5c2c6bb5fe0ef0a795fa707ad6db3519463283
yanny-laurel-single_laurel_48.wav,-5,Laurel,"English ","Jake Barry",m,no,22,random,0,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_yanny_6.wav,1,Laurel,"English ","Jake Barry",m,no,22,random,1,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_yanny_12.wav,2,Laurel,"English ","Jake Barry",m,no,22,random,2,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_laurel_6.wav,-1,Laurel,"English ","Jake Barry",m,no,22,random,3,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_yanny_0.wav,0,Laurel,"English ","Jake Barry",m,no,22,random,4,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_laurel_24.wav,-3,Laurel,"English ","Jake Barry",m,no,22,random,5,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_yanny_36.wav,4,Yanny,"English ","Jake Barry",m,no,22,random,6,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_yanny_48.wav,5,Yanny,"English ","Jake Barry",m,no,22,random,7,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_yanny_24.wav,3,Laurel,"English ","Jake Barry",m,no,22,random,8,1ce0d08103cd029b88204564e2c91358b009e86a5b20
yanny-laurel-single_laurel_36.wav,-4,Laurel,"English ","Jake Barry",m,no,22,random,9,1ce0d08103cd029b88204564e2c91358b009e86a5b20
