"","clip","stimulus","response","language","gender","noise_exposure","age","condition","trial","participant"
"2239","yanny-laurel-single_laurel_6.wav",-1,"Laurel","Spanish","m","no",19,"random",38,"a174f8796d99d90613b1ce4564036a890aa58dab9f99"
"2240","yanny-laurel-single_yanny_12.wav",2,"Laurel","Spanish","m","no",19,"random",39,"a174f8796d99d90613b1ce4564036a890aa58dab9f99"
"2241","yanny-laurel-single_laurel_36.wav",-4,"Laurel","Spanish","m","no",19,"random",40,"a174f8796d99d90613b1ce4564036a890aa58dab9f99"
"2242","yanny-laurel-single_yanny_6.wav",1,"Laurel","Spanish","m","no",19,"random",41,"a174f8796d99d90613b1ce4564036a890aa58dab9f99"
"2243","yanny-laurel-single_laurel_48.wav",-5,"Laurel","Spanish","m","no",19,"random",42,"a174f8796d99d90613b1ce4564036a890aa58dab9f99"
"2244","yanny-laurel-single_yanny_24.wav",3,"Laurel","Spanish","m","no",19,"random",43,"a174f8796d99d90613b1ce4564036a890aa58dab9f99"
"2245","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English, Mandarin","f","no",22,"laurel_first",0,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2246","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English, Mandarin","f","no",22,"laurel_first",1,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2247","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English, Mandarin","f","no",22,"laurel_first",2,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2248","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English, Mandarin","f","no",22,"laurel_first",3,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2249","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English, Mandarin","f","no",22,"laurel_first",4,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2250","yanny-laurel-single_yanny_0.wav",0,"Laurel","English, Mandarin","f","no",22,"laurel_first",5,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2251","yanny-laurel-single_yanny_6.wav",1,"Laurel","English, Mandarin","f","no",22,"laurel_first",6,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2252","yanny-laurel-single_yanny_12.wav",2,"Laurel","English, Mandarin","f","no",22,"laurel_first",7,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2253","yanny-laurel-single_yanny_24.wav",3,"Yanny","English, Mandarin","f","no",22,"laurel_first",8,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2254","yanny-laurel-single_yanny_36.wav",4,"Yanny","English, Mandarin","f","no",22,"laurel_first",9,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2255","yanny-laurel-single_yanny_48.wav",5,"Yanny","English, Mandarin","f","no",22,"laurel_first",10,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2256","yanny-laurel-single_yanny_48.wav",5,"Yanny","English, Mandarin","f","no",22,"laurel_first",11,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2257","yanny-laurel-single_yanny_36.wav",4,"Yanny","English, Mandarin","f","no",22,"laurel_first",12,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2258","yanny-laurel-single_yanny_24.wav",3,"Yanny","English, Mandarin","f","no",22,"laurel_first",13,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2259","yanny-laurel-single_yanny_12.wav",2,"Yanny","English, Mandarin","f","no",22,"laurel_first",14,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2260","yanny-laurel-single_yanny_6.wav",1,"Laurel","English, Mandarin","f","no",22,"laurel_first",15,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2261","yanny-laurel-single_yanny_0.wav",0,"Laurel","English, Mandarin","f","no",22,"laurel_first",16,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2262","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English, Mandarin","f","no",22,"laurel_first",17,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2263","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English, Mandarin","f","no",22,"laurel_first",18,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2264","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English, Mandarin","f","no",22,"laurel_first",19,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2265","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English, Mandarin","f","no",22,"laurel_first",20,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2266","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English, Mandarin","f","no",22,"laurel_first",21,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2267","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English, Mandarin","f","no",22,"laurel_first",22,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2268","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English, Mandarin","f","no",22,"laurel_first",23,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2269","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English, Mandarin","f","no",22,"laurel_first",24,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2270","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English, Mandarin","f","no",22,"laurel_first",25,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2271","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English, Mandarin","f","no",22,"laurel_first",26,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2272","yanny-laurel-single_yanny_0.wav",0,"Laurel","English, Mandarin","f","no",22,"laurel_first",27,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2273","yanny-laurel-single_yanny_6.wav",1,"Laurel","English, Mandarin","f","no",22,"laurel_first",28,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2274","yanny-laurel-single_yanny_12.wav",2,"Laurel","English, Mandarin","f","no",22,"laurel_first",29,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2275","yanny-laurel-single_yanny_24.wav",3,"Laurel","English, Mandarin","f","no",22,"laurel_first",30,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2276","yanny-laurel-single_yanny_36.wav",4,"Yanny","English, Mandarin","f","no",22,"laurel_first",31,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2277","yanny-laurel-single_yanny_48.wav",5,"Yanny","English, Mandarin","f","no",22,"laurel_first",32,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2278","yanny-laurel-single_yanny_48.wav",5,"Yanny","English, Mandarin","f","no",22,"laurel_first",33,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2279","yanny-laurel-single_yanny_36.wav",4,"Yanny","English, Mandarin","f","no",22,"laurel_first",34,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2280","yanny-laurel-single_yanny_24.wav",3,"Yanny","English, Mandarin","f","no",22,"laurel_first",35,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2281","yanny-laurel-single_yanny_12.wav",2,"Laurel","English, Mandarin","f","no",22,"laurel_first",36,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2282","yanny-laurel-single_yanny_6.wav",1,"Laurel","English, Mandarin","f","no",22,"laurel_first",37,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2283","yanny-laurel-single_yanny_0.wav",0,"Laurel","English, Mandarin","f","no",22,"laurel_first",38,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2284","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English, Mandarin","f","no",22,"laurel_first",39,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2285","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English, Mandarin","f","no",22,"laurel_first",40,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2286","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English, Mandarin","f","no",22,"laurel_first",41,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2287","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English, Mandarin","f","no",22,"laurel_first",42,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2288","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English, Mandarin","f","no",22,"laurel_first",43,"0b31b445aee4ffb232e82889b01756a798cde21a86f5"
"2289","yanny-laurel-single_laurel_6.wav",-1,"Yanny","English","f","no",21,"random",0,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2290","yanny-laurel-single_laurel_24.wav",-3,"Yanny","English","f","no",21,"random",1,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2291","yanny-laurel-single_yanny_36.wav",4,"Yanny","English","f","no",21,"random",2,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2292","yanny-laurel-single_yanny_48.wav",5,"Yanny","English","f","no",21,"random",3,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2293","yanny-laurel-single_yanny_24.wav",3,"Yanny","English","f","no",21,"random",4,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2294","yanny-laurel-single_laurel_12.wav",-2,"Yanny","English","f","no",21,"random",5,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2295","yanny-laurel-single_yanny_12.wav",2,"Yanny","English","f","no",21,"random",6,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2296","yanny-laurel-single_laurel_48.wav",-5,"Yanny","English","f","no",21,"random",7,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2297","yanny-laurel-single_yanny_6.wav",1,"Yanny","English","f","no",21,"random",8,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2298","yanny-laurel-single_yanny_0.wav",0,"Yanny","English","f","no",21,"random",9,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2299","yanny-laurel-single_laurel_36.wav",-4,"Yanny","English","f","no",21,"random",10,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2300","yanny-laurel-single_yanny_36.wav",4,"Yanny","English","f","no",21,"random",11,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2301","yanny-laurel-single_laurel_36.wav",-4,"Yanny","English","f","no",21,"random",12,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2302","yanny-laurel-single_yanny_24.wav",3,"Yanny","English","f","no",21,"random",13,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2303","yanny-laurel-single_laurel_12.wav",-2,"Yanny","English","f","no",21,"random",14,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2304","yanny-laurel-single_laurel_48.wav",-5,"Yanny","English","f","no",21,"random",15,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2305","yanny-laurel-single_yanny_12.wav",2,"Yanny","English","f","no",21,"random",16,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2306","yanny-laurel-single_yanny_6.wav",1,"Yanny","English","f","no",21,"random",17,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2307","yanny-laurel-single_yanny_0.wav",0,"Yanny","English","f","no",21,"random",18,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2308","yanny-laurel-single_laurel_24.wav",-3,"Yanny","English","f","no",21,"random",19,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2309","yanny-laurel-single_laurel_6.wav",-1,"Yanny","English","f","no",21,"random",20,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2310","yanny-laurel-single_yanny_48.wav",5,"Yanny","English","f","no",21,"random",21,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2311","yanny-laurel-single_laurel_48.wav",-5,"Yanny","English","f","no",21,"random",22,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2312","yanny-laurel-single_yanny_36.wav",4,"Yanny","English","f","no",21,"random",23,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2313","yanny-laurel-single_laurel_24.wav",-3,"Yanny","English","f","no",21,"random",24,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2314","yanny-laurel-single_laurel_6.wav",-1,"Yanny","English","f","no",21,"random",25,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2315","yanny-laurel-single_yanny_0.wav",0,"Yanny","English","f","no",21,"random",26,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2316","yanny-laurel-single_yanny_24.wav",3,"Yanny","English","f","no",21,"random",27,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2317","yanny-laurel-single_yanny_48.wav",5,"Yanny","English","f","no",21,"random",28,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2318","yanny-laurel-single_laurel_36.wav",-4,"Yanny","English","f","no",21,"random",29,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2319","yanny-laurel-single_yanny_12.wav",2,"Yanny","English","f","no",21,"random",30,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2320","yanny-laurel-single_yanny_6.wav",1,"Yanny","English","f","no",21,"random",31,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2321","yanny-laurel-single_laurel_12.wav",-2,"Yanny","English","f","no",21,"random",32,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2322","yanny-laurel-single_laurel_36.wav",-4,"Yanny","English","f","no",21,"random",33,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2323","yanny-laurel-single_laurel_48.wav",-5,"Yanny","English","f","no",21,"random",34,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2324","yanny-laurel-single_yanny_6.wav",1,"Yanny","English","f","no",21,"random",35,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2325","yanny-laurel-single_yanny_36.wav",4,"Yanny","English","f","no",21,"random",36,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2326","yanny-laurel-single_yanny_0.wav",0,"Yanny","English","f","no",21,"random",37,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2327","yanny-laurel-single_laurel_12.wav",-2,"Yanny","English","f","no",21,"random",38,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2328","yanny-laurel-single_yanny_12.wav",2,"Yanny","English","f","no",21,"random",39,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2329","yanny-laurel-single_laurel_6.wav",-1,"Yanny","English","f","no",21,"random",40,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2330","yanny-laurel-single_yanny_48.wav",5,"Yanny","English","f","no",21,"random",41,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2331","yanny-laurel-single_laurel_24.wav",-3,"Yanny","English","f","no",21,"random",42,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2332","yanny-laurel-single_yanny_24.wav",3,"Yanny","English","f","no",21,"random",43,"21436537eab4a3c4a23cb6c68b5874e3bb7708a6aa45"
"2333","yanny-laurel-single_yanny_48.wav",5,"Yanny","English","f","no",26,"yanny_first",0,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2334","yanny-laurel-single_yanny_36.wav",4,"Yanny","English","f","no",26,"yanny_first",1,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2335","yanny-laurel-single_yanny_24.wav",3,"Yanny","English","f","no",26,"yanny_first",2,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2336","yanny-laurel-single_yanny_12.wav",2,"Yanny","English","f","no",26,"yanny_first",3,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2337","yanny-laurel-single_yanny_6.wav",1,"Laurel","English","f","no",26,"yanny_first",4,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2338","yanny-laurel-single_yanny_0.wav",0,"Laurel","English","f","no",26,"yanny_first",5,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2339","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English","f","no",26,"yanny_first",6,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2340","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English","f","no",26,"yanny_first",7,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2341","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English","f","no",26,"yanny_first",8,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2342","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English","f","no",26,"yanny_first",9,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2343","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English","f","no",26,"yanny_first",10,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2344","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English","f","no",26,"yanny_first",11,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2345","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English","f","no",26,"yanny_first",12,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2346","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English","f","no",26,"yanny_first",13,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2347","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English","f","no",26,"yanny_first",14,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2348","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English","f","no",26,"yanny_first",15,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2349","yanny-laurel-single_yanny_0.wav",0,"Laurel","English","f","no",26,"yanny_first",16,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2350","yanny-laurel-single_yanny_6.wav",1,"Laurel","English","f","no",26,"yanny_first",17,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2351","yanny-laurel-single_yanny_12.wav",2,"Laurel","English","f","no",26,"yanny_first",18,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2352","yanny-laurel-single_yanny_24.wav",3,"Laurel","English","f","no",26,"yanny_first",19,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2353","yanny-laurel-single_yanny_36.wav",4,"Laurel","English","f","no",26,"yanny_first",20,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2354","yanny-laurel-single_yanny_48.wav",5,"Laurel","English","f","no",26,"yanny_first",21,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2355","yanny-laurel-single_yanny_48.wav",5,"Laurel","English","f","no",26,"yanny_first",22,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2356","yanny-laurel-single_yanny_36.wav",4,"Laurel","English","f","no",26,"yanny_first",23,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2357","yanny-laurel-single_yanny_24.wav",3,"Laurel","English","f","no",26,"yanny_first",24,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2358","yanny-laurel-single_yanny_12.wav",2,"Laurel","English","f","no",26,"yanny_first",25,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2359","yanny-laurel-single_yanny_6.wav",1,"Laurel","English","f","no",26,"yanny_first",26,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2360","yanny-laurel-single_yanny_0.wav",0,"Laurel","English","f","no",26,"yanny_first",27,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2361","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English","f","no",26,"yanny_first",28,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2362","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English","f","no",26,"yanny_first",29,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2363","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English","f","no",26,"yanny_first",30,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2364","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English","f","no",26,"yanny_first",31,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2365","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English","f","no",26,"yanny_first",32,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2366","yanny-laurel-single_laurel_48.wav",-5,"Laurel","English","f","no",26,"yanny_first",33,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2367","yanny-laurel-single_laurel_36.wav",-4,"Laurel","English","f","no",26,"yanny_first",34,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2368","yanny-laurel-single_laurel_24.wav",-3,"Laurel","English","f","no",26,"yanny_first",35,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2369","yanny-laurel-single_laurel_12.wav",-2,"Laurel","English","f","no",26,"yanny_first",36,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2370","yanny-laurel-single_laurel_6.wav",-1,"Laurel","English","f","no",26,"yanny_first",37,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2371","yanny-laurel-single_yanny_0.wav",0,"Laurel","English","f","no",26,"yanny_first",38,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2372","yanny-laurel-single_yanny_6.wav",1,"Laurel","English","f","no",26,"yanny_first",39,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2373","yanny-laurel-single_yanny_12.wav",2,"Laurel","English","f","no",26,"yanny_first",40,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2374","yanny-laurel-single_yanny_24.wav",3,"Laurel","English","f","no",26,"yanny_first",41,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2375","yanny-laurel-single_yanny_36.wav",4,"Laurel","English","f","no",26,"yanny_first",42,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2376","yanny-laurel-single_yanny_48.wav",5,"Laurel","English","f","no",26,"yanny_first",43,"86db2fc753b7577e771c49c0e19f2d9462d3686d6b34"
"2377","yanny-laurel-single_yanny_48.wav",5,"Yanny","Spanish","m","yes",20,"yanny_first",0,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2378","yanny-laurel-single_yanny_36.wav",4,"Yanny","Spanish","m","yes",20,"yanny_first",1,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2379","yanny-laurel-single_yanny_24.wav",3,"Yanny","Spanish","m","yes",20,"yanny_first",2,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2380","yanny-laurel-single_yanny_12.wav",2,"Yanny","Spanish","m","yes",20,"yanny_first",3,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2381","yanny-laurel-single_yanny_6.wav",1,"Laurel","Spanish","m","yes",20,"yanny_first",4,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2382","yanny-laurel-single_yanny_0.wav",0,"Laurel","Spanish","m","yes",20,"yanny_first",5,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2383","yanny-laurel-single_laurel_6.wav",-1,"Laurel","Spanish","m","yes",20,"yanny_first",6,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2384","yanny-laurel-single_laurel_12.wav",-2,"Laurel","Spanish","m","yes",20,"yanny_first",7,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2385","yanny-laurel-single_laurel_24.wav",-3,"Laurel","Spanish","m","yes",20,"yanny_first",8,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2386","yanny-laurel-single_laurel_36.wav",-4,"Laurel","Spanish","m","yes",20,"yanny_first",9,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2387","yanny-laurel-single_laurel_48.wav",-5,"Laurel","Spanish","m","yes",20,"yanny_first",10,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2388","yanny-laurel-single_laurel_48.wav",-5,"Laurel","Spanish","m","yes",20,"yanny_first",11,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2389","yanny-laurel-single_laurel_36.wav",-4,"Laurel","Spanish","m","yes",20,"yanny_first",12,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2390","yanny-laurel-single_laurel_24.wav",-3,"Laurel","Spanish","m","yes",20,"yanny_first",13,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2391","yanny-laurel-single_laurel_12.wav",-2,"Laurel","Spanish","m","yes",20,"yanny_first",14,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2392","yanny-laurel-single_laurel_6.wav",-1,"Laurel","Spanish","m","yes",20,"yanny_first",15,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2393","yanny-laurel-single_yanny_0.wav",0,"Yanny","Spanish","m","yes",20,"yanny_first",16,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2394","yanny-laurel-single_yanny_6.wav",1,"Yanny","Spanish","m","yes",20,"yanny_first",17,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2395","yanny-laurel-single_yanny_12.wav",2,"Yanny","Spanish","m","yes",20,"yanny_first",18,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2396","yanny-laurel-single_yanny_24.wav",3,"Yanny","Spanish","m","yes",20,"yanny_first",19,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2397","yanny-laurel-single_yanny_36.wav",4,"Yanny","Spanish","m","yes",20,"yanny_first",20,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2398","yanny-laurel-single_yanny_48.wav",5,"Yanny","Spanish","m","yes",20,"yanny_first",21,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2399","yanny-laurel-single_yanny_48.wav",5,"Yanny","Spanish","m","yes",20,"yanny_first",22,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2400","yanny-laurel-single_yanny_36.wav",4,"Yanny","Spanish","m","yes",20,"yanny_first",23,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2401","yanny-laurel-single_yanny_24.wav",3,"Yanny","Spanish","m","yes",20,"yanny_first",24,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2402","yanny-laurel-single_yanny_12.wav",2,"Yanny","Spanish","m","yes",20,"yanny_first",25,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2403","yanny-laurel-single_yanny_6.wav",1,"Yanny","Spanish","m","yes",20,"yanny_first",26,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2404","yanny-laurel-single_yanny_0.wav",0,"Laurel","Spanish","m","yes",20,"yanny_first",27,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2405","yanny-laurel-single_laurel_6.wav",-1,"Laurel","Spanish","m","yes",20,"yanny_first",28,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2406","yanny-laurel-single_laurel_12.wav",-2,"Laurel","Spanish","m","yes",20,"yanny_first",29,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2407","yanny-laurel-single_laurel_24.wav",-3,"Laurel","Spanish","m","yes",20,"yanny_first",30,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2408","yanny-laurel-single_laurel_36.wav",-4,"Laurel","Spanish","m","yes",20,"yanny_first",31,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
"2409","yanny-laurel-single_laurel_48.wav",-5,"Laurel","Spanish","m","yes",20,"yanny_first",32,"1fd5d0b923216e61ec35c75ac406e95438a0b99413be"
